date,shift_type,day_type,actual_sales,target_labour_pct,actual_labour_pct,target_labour_cost,actual_labour_cost,labour_variance,scheduled_staff,actual_staff,labour_hours,is_holiday
2024-09-28,Late Breakfast,Weekend,1776.89,0.23,0.2024,408.68,359.64,-49.04,6,5,20,False
2024-09-28,Lunch,Weekend,2174.83,0.23,0.1712,500.21,372.33,-127.88,7,5,20,False
2024-09-28,Afternoon,Weekend,2197.93,0.23,0.1717,505.52,377.38,-128.14,7,5,20,False
2024-09-28,Dinner,Weekend,2588.91,0.23,0.1883,595.45,487.49,-107.96,9,7,28,False
2024-09-28,Late Night,Weekend,1418.79,0.23,0.2121,326.32,300.93,-25.39,5,4,16,False
2024-09-28,Overnight,Weekend,1133.24,0.23,0.2205,260.65,249.88,-10.77,4,4,16,False
2024-09-29,Opening,Weekend,365.6,0.23,0.2186,84.09,79.92,-4.17,1,1,4,False
2024-09-29,Early Breakfast,Weekend,1558.13,0.23,0.2246,358.37,349.96,-8.41,5,5,20,False
2024-09-29,Late Breakfast,Weekend,1952.13,0.23,0.2226,448.99,434.54,-14.45,6,6,24,False
2024-09-29,Lunch,Weekend,2248.55,0.23,0.1835,517.17,412.61,-104.56,7,6,24,False
2024-09-29,Afternoon,Weekend,2403.57,0.23,0.2138,552.82,513.88,-38.94,8,7,28,False
2024-09-29,Dinner,Weekend,2494.47,0.23,0.1909,573.73,476.19,-97.54,8,7,28,False
2024-09-29,Late Night,Weekend,1348.76,0.23,0.1728,310.21,233.07,-77.14,4,3,12,False
2024-09-29,Overnight,Weekend,1125.4,0.23,0.1956,258.84,220.13,-38.71,4,3,12,False
2024-09-30,Opening,Weekday,238.79,0.23,0.2368,54.92,56.55,1.63,1,1,4,False
2024-09-30,Early Breakfast,Weekday,1171.71,0.23,0.2255,269.49,264.22,-5.27,4,4,16,False
2024-09-30,Late Breakfast,Weekday,1288.75,0.23,0.247,296.41,318.32,21.91,4,5,20,False
2024-09-30,Lunch,Weekday,1304.26,0.23,0.2183,299.98,284.72,-15.26,4,4,16,False
2024-09-30,Afternoon,Weekday,1097.2,0.23,0.247,252.36,271.01,18.65,4,4,16,False
2024-09-30,Dinner,Weekday,1171.34,0.23,0.2202,269.41,257.93,-11.48,4,4,16,False
2024-09-30,Late Night,Weekday,865.69,0.23,0.2199,199.11,190.37,-8.74,3,3,12,False
2024-09-30,Overnight,Weekday,685.02,0.23,0.2393,157.55,163.93,6.38,2,2,8,False
2024-10-01,Opening,Weekday,255.5,0.23,0.2216,58.77,56.62,-2.15,1,1,4,False
2024-10-01,Early Breakfast,Weekday,1172.45,0.23,0.2105,269.66,246.8,-22.86,4,4,16,False
2024-10-01,Late Breakfast,Weekday,1257.43,0.23,0.2367,289.21,297.63,8.42,4,4,16,False
2024-10-01,Lunch,Weekday,1243.72,0.23,0.2184,286.06,271.63,-14.43,4,4,16,False
2024-10-01,Afternoon,Weekday,1010.04,0.23,0.2101,232.31,212.21,-20.1,3,3,12,False
2024-10-01,Dinner,Weekday,1275.0,0.23,0.212,293.25,270.3,-22.95,4,4,16,False
2024-10-01,Late Night,Weekday,995.03,0.23,0.2119,228.86,210.85,-18.01,3,3,12,False
2024-10-01,Overnight,Weekday,787.2,0.23,0.2291,181.06,180.35,-0.71,3,3,12,False
2024-10-02,Opening,Weekday,241.08,0.23,0.2429,55.45,58.56,3.11,1,1,4,False
2024-10-02,Early Breakfast,Weekday,1126.68,0.23,0.2468,259.14,278.06,18.92,4,4,16,False
2024-10-02,Late Breakfast,Weekday,1339.41,0.23,0.2485,308.06,332.84,24.78,4,5,20,False
2024-10-02,Lunch,Weekday,1408.01,0.23,0.2497,323.84,351.58,27.74,5,5,20,False
2024-10-02,Afternoon,Weekday,1004.09,0.23,0.2201,230.94,221.0,-9.94,3,3,12,False
2024-10-02,Dinner,Weekday,1281.52,0.23,0.2295,294.75,294.11,-0.64,4,4,16,False
2024-10-02,Late Night,Weekday,1070.77,0.23,0.2137,246.28,228.82,-17.46,4,3,12,False
2024-10-02,Overnight,Weekday,841.4,0.23,0.2117,193.52,178.12,-15.4,3,3,12,False
2024-10-03,Opening,Weekday,233.5,0.23,0.2311,53.71,53.96,0.25,1,1,4,False
2024-10-03,Early Breakfast,Weekday,1209.87,0.23,0.2107,278.27,254.92,-23.35,4,4,16,False
2024-10-03,Late Breakfast,Weekday,1181.87,0.23,0.2148,271.83,253.87,-17.96,4,4,16,False
2024-10-03,Lunch,Weekday,1150.08,0.23,0.2393,264.52,275.21,10.69,4,4,16,False
2024-10-03,Afternoon,Weekday,1131.6,0.23,0.2115,260.27,239.33,-20.94,4,3,12,False
2024-10-03,Dinner,Weekday,1112.24,0.23,0.2219,255.82,246.81,-9.01,4,4,16,False
2024-10-03,Late Night,Weekday,957.84,0.23,0.2194,220.3,210.15,-10.15,3,3,12,False
2024-10-03,Overnight,Weekday,739.92,0.23,0.2255,170.18,166.85,-3.33,2,2,8,False
2024-10-04,Opening,Friday,343.29,0.23,0.1922,78.96,65.98,-12.98,1,1,4,False
2024-10-04,Early Breakfast,Friday,1398.36,0.23,0.2011,321.62,281.21,-40.41,5,4,16,False
2024-10-04,Late Breakfast,Friday,1673.06,0.23,0.1904,384.8,318.55,-66.25,6,5,20,False
2024-10-04,Lunch,Friday,1851.97,0.23,0.1955,425.95,362.06,-63.89,6,5,20,False
2024-10-04,Afternoon,Friday,1734.56,0.23,0.2278,398.95,395.13,-3.82,6,6,24,False
2024-10-04,Dinner,Friday,2009.18,0.23,0.207,462.11,415.9,-46.21,7,6,24,False
2024-10-04,Late Night,Friday,1296.12,0.23,0.2181,298.11,282.68,-15.43,4,4,16,False
2024-10-04,Overnight,Friday,1048.89,0.23,0.2216,241.24,232.43,-8.81,3,3,12,False
2024-10-05,Opening,Weekend,384.81,0.23,0.1791,88.51,68.92,-19.59,1,1,4,False
2024-10-05,Early Breakfast,Weekend,1507.17,0.23,0.2115,346.65,318.77,-27.88,5,5,20,False
2024-10-05,Late Breakfast,Weekend,1748.61,0.23,0.1934,402.18,338.18,-64.0,6,5,20,False
2024-10-05,Lunch,Weekend,2405.77,0.23,0.2154,553.33,518.2,-35.13,8,7,28,False
2024-10-05,Afternoon,Weekend,2496.69,0.23,0.1902,574.24,474.87,-99.37,8,7,28,False
2024-10-05,Dinner,Weekend,2442.86,0.23,0.2024,561.86,494.43,-67.43,8,7,28,False
2024-10-05,Late Night,Weekend,1339.3,0.23,0.224,308.04,300.0,-8.04,4,4,16,False
2024-10-05,Overnight,Weekend,1148.94,0.23,0.1965,264.26,225.77,-38.49,4,3,12,False
2024-10-06,Opening,Weekend,415.73,0.23,0.2159,95.62,89.76,-5.86,1,1,4,False
2024-10-06,Early Breakfast,Weekend,1533.69,0.23,0.2164,352.75,331.89,-20.86,5,5,20,False
2024-10-06,Late Breakfast,Weekend,1898.84,0.23,0.2198,436.73,417.37,-19.36,6,6,24,False
2024-10-06,Lunch,Weekend,2516.82,0.23,0.2257,578.87,568.05,-10.82,8,8,32,False
2024-10-06,Afternoon,Weekend,2298.48,0.23,0.1732,528.65,398.1,-130.55,8,6,24,False
2024-10-06,Dinner,Weekend,2544.33,0.23,0.1961,585.2,498.94,-86.26,8,7,28,False
2024-10-06,Late Night,Weekend,1491.99,0.23,0.1784,343.16,266.17,-76.99,5,4,16,False
2024-10-06,Overnight,Weekend,1051.09,0.23,0.2191,241.75,230.29,-11.46,3,3,12,False
2024-10-07,Opening,Weekday,271.1,0.23,0.2187,62.35,59.29,-3.06,1,1,4,False
2024-10-07,Early Breakfast,Weekday,1217.67,0.23,0.2375,280.06,289.2,9.14,4,4,16,False
2024-10-07,Late Breakfast,Weekday,1361.62,0.23,0.2388,313.17,325.15,11.98,4,5,20,False
2024-10-07,Lunch,Weekday,1262.17,0.23,0.2488,290.3,314.03,23.73,4,4,16,False
2024-10-07,Afternoon,Weekday,1163.87,0.23,0.2289,267.69,266.41,-1.28,4,4,16,False
2024-10-07,Dinner,Weekday,1379.29,0.23,0.2497,317.24,344.41,27.17,5,5,20,False
2024-10-07,Late Night,Weekday,916.04,0.23,0.2443,210.69,223.79,13.1,3,3,12,False
2024-10-07,Overnight,Weekday,792.2,0.23,0.2486,182.21,196.94,14.73,3,3,12,False
2024-10-08,Opening,Weekday,230.77,0.23,0.234,53.08,54.0,0.92,1,1,4,False
2024-10-08,Early Breakfast,Weekday,1216.96,0.23,0.2432,279.9,295.96,16.06,4,4,16,False
2024-10-08,Late Breakfast,Weekday,1348.15,0.23,0.249,310.07,335.69,25.62,4,5,20,False
2024-10-08,Lunch,Weekday,1244.81,0.23,0.217,286.31,270.12,-16.19,4,4,16,False
2024-10-08,Afternoon,Weekday,1163.44,0.23,0.2411,267.59,280.51,12.92,4,4,16,False
2024-10-08,Dinner,Weekday,1289.31,0.23,0.2385,296.54,307.5,10.96,4,4,16,False
2024-10-08,Late Night,Weekday,901.83,0.23,0.2439,207.42,219.96,12.54,3,3,12,False
2024-10-08,Overnight,Weekday,748.01,0.23,0.2215,172.04,165.68,-6.36,2,2,8,False
2024-10-09,Opening,Weekday,243.23,0.23,0.2195,55.94,53.39,-2.55,1,1,4,False
2024-10-09,Early Breakfast,Weekday,1082.86,0.23,0.2291,249.06,248.08,-0.98,4,4,16,False
2024-10-09,Late Breakfast,Weekday,1362.8,0.23,0.2432,313.44,331.43,17.99,4,5,20,False
2024-10-09,Lunch,Weekday,1238.79,0.23,0.2108,284.92,261.14,-23.78,4,4,16,False
2024-10-09,Afternoon,Weekday,1091.35,0.23,0.2417,251.01,263.78,12.77,4,4,16,False
2024-10-09,Dinner,Weekday,1178.09,0.23,0.2381,270.96,280.5,9.54,4,4,16,False
2024-10-09,Late Night,Weekday,1022.86,0.23,0.2425,235.26,248.04,12.78,3,4,16,False
2024-10-09,Overnight,Weekday,752.82,0.23,0.229,173.15,172.4,-0.75,2,2,8,False
2024-10-10,Opening,Weekday,117.01,0.23,0.246,26.91,28.78,1.87,1,1,4,False
2024-10-10,Early Breakfast,Weekday,650.72,0.23,0.2224,149.67,144.72,-4.95,2,2,8,False
2024-10-10,Late Breakfast,Weekday,651.41,0.23,0.2367,149.82,154.19,4.37,2,2,8,False
2024-10-10,Lunch,Weekday,593.19,0.23,0.2229,136.43,132.22,-4.21,2,2,8,False
2024-10-10,Afternoon,Weekday,505.63,0.23,0.226,116.29,114.27,-2.02,2,2,8,False
2024-10-10,Dinner,Weekday,637.61,0.23,0.2484,146.65,158.38,11.73,2,2,8,False
2024-10-10,Late Night,Weekday,503.51,0.23,0.2196,115.81,110.57,-5.24,2,2,8,False
2024-10-10,Overnight,Weekday,388.86,0.23,0.2484,89.44,96.59,7.15,1,1,4,False
2024-10-11,Opening,Friday,349.29,0.23,0.2072,80.34,72.37,-7.97,1,1,4,False
2024-10-11,Early Breakfast,Friday,1459.84,0.23,0.2031,335.76,296.49,-39.27,5,4,16,False
2024-10-11,Late Breakfast,Friday,1622.21,0.23,0.2215,373.11,359.32,-13.79,5,5,20,False
2024-10-11,Lunch,Friday,2162.6,0.23,0.1959,497.4,423.65,-73.75,7,6,24,False
2024-10-11,Afternoon,Friday,1973.13,0.23,0.2027,453.82,399.95,-53.87,6,6,24,False
2024-10-11,Dinner,Friday,2313.65,0.23,0.1955,532.14,452.32,-79.82,8,6,24,False
2024-10-11,Late Night,Friday,1204.72,0.23,0.1909,277.09,229.98,-47.11,4,3,12,False
2024-10-11,Overnight,Friday,995.94,0.23,0.2266,229.07,225.68,-3.39,3,3,12,False
2024-10-12,Opening,Weekend,373.26,0.23,0.203,85.85,75.77,-10.08,1,1,4,False
2024-10-12,Early Breakfast,Weekend,1342.52,0.23,0.1787,308.78,239.91,-68.87,4,3,12,False
2024-10-12,Late Breakfast,Weekend,1730.93,0.23,0.184,398.11,318.49,-79.62,6,5,20,False
2024-10-12,Lunch,Weekend,2213.63,0.23,0.2222,509.13,491.87,-17.26,7,7,28,False
2024-10-12,Afternoon,Weekend,2476.72,0.23,0.1902,569.65,471.07,-98.58,8,7,28,False
2024-10-12,Dinner,Weekend,2511.65,0.23,0.1766,577.68,443.56,-134.12,8,6,24,False
2024-10-12,Late Night,Weekend,1289.03,0.23,0.2285,296.48,294.54,-1.94,4,4,16,False
2024-10-12,Overnight,Weekend,1250.1,0.23,0.1772,287.52,221.52,-66.0,4,3,12,False
2024-10-13,Opening,Weekend,393.18,0.23,0.1817,90.43,71.44,-18.99,1,1,4,False
2024-10-13,Early Breakfast,Weekend,1550.1,0.23,0.2184,356.52,338.54,-17.98,5,5,20,False
2024-10-13,Late Breakfast,Weekend,1977.94,0.23,0.1718,454.93,339.81,-115.12,7,5,20,False
2024-10-13,Lunch,Weekend,2426.36,0.23,0.1849,558.06,448.63,-109.43,8,6,24,False
2024-10-13,Afternoon,Weekend,2716.84,0.23,0.1824,624.87,495.55,-129.32,9,7,28,False
2024-10-13,Dinner,Weekend,2316.09,0.23,0.1921,532.7,444.92,-87.78,8,6,24,False
2024-10-13,Late Night,Weekend,1358.02,0.23,0.1924,312.34,261.28,-51.06,4,4,16,False
2024-10-13,Overnight,Weekend,1144.3,0.23,0.2014,263.19,230.46,-32.73,4,3,12,False
2024-10-14,Opening,Weekday,229.18,0.23,0.2329,52.71,53.38,0.67,1,1,4,False
2024-10-14,Early Breakfast,Weekday,1228.79,0.23,0.2499,282.62,307.07,24.45,4,4,16,False
2024-10-14,Late Breakfast,Weekday,1244.53,0.23,0.2477,286.24,308.27,22.03,4,4,16,False
2024-10-14,Lunch,Weekday,1346.33,0.23,0.2392,309.66,322.04,12.38,4,5,20,False
2024-10-14,Afternoon,Weekday,976.77,0.23,0.2138,224.66,208.83,-15.83,3,3,12,False
2024-10-14,Dinner,Weekday,1338.13,0.23,0.2484,307.77,332.39,24.62,4,5,20,False
2024-10-14,Late Night,Weekday,962.22,0.23,0.2152,221.31,207.07,-14.24,3,3,12,False
2024-10-14,Overnight,Weekday,746.31,0.23,0.2331,171.65,173.96,2.31,2,2,8,False
2024-10-15,Opening,Weekday,253.68,0.23,0.2257,58.35,57.26,-1.09,1,1,4,False
2024-10-15,Early Breakfast,Weekday,1182.9,0.23,0.2392,272.07,282.95,10.88,4,4,16,False
2024-10-15,Late Breakfast,Weekday,1307.0,0.23,0.2342,300.61,306.1,5.49,4,4,16,False
2024-10-15,Lunch,Weekday,1118.23,0.23,0.2166,257.19,242.21,-14.98,4,3,12,False
2024-10-15,Afternoon,Weekday,1140.38,0.23,0.2276,262.29,259.55,-2.74,4,4,16,False
2024-10-15,Dinner,Weekday,1196.64,0.23,0.2459,275.23,294.25,19.02,4,4,16,False
2024-10-15,Late Night,Weekday,940.0,0.23,0.2334,216.2,219.4,3.2,3,3,12,False
2024-10-15,Overnight,Weekday,726.72,0.23,0.2168,167.15,157.55,-9.6,2,2,8,False
2024-10-16,Opening,Weekday,273.75,0.23,0.2402,62.96,65.75,2.79,1,1,4,False
2024-10-16,Early Breakfast,Weekday,1186.59,0.23,0.233,272.92,276.48,3.56,4,4,16,False
2024-10-16,Late Breakfast,Weekday,1210.41,0.23,0.226,278.39,273.55,-4.84,4,4,16,False
2024-10-16,Lunch,Weekday,1250.33,0.23,0.2102,287.58,262.82,-24.76,4,4,16,False
2024-10-16,Afternoon,Weekday,1167.22,0.23,0.2452,268.46,286.2,17.74,4,4,16,False
2024-10-16,Dinner,Weekday,1293.93,0.23,0.2361,297.6,305.5,7.9,4,4,16,False
2024-10-16,Late Night,Weekday,1048.59,0.23,0.2105,241.18,220.73,-20.45,3,3,12,False
2024-10-16,Overnight,Weekday,740.44,0.23,0.2356,170.3,174.45,4.15,2,2,8,False
2024-10-17,Opening,Weekday,253.21,0.23,0.2266,58.24,57.38,-0.86,1,1,4,False
2024-10-17,Early Breakfast,Weekday,1204.46,0.23,0.2462,277.03,296.54,19.51,4,4,16,False
2024-10-17,Late Breakfast,Weekday,1331.15,0.23,0.2102,306.16,279.81,-26.35,4,4,16,False
2024-10-17,Lunch,Weekday,1234.64,0.23,0.2173,283.97,268.29,-15.68,4,4,16,False
2024-10-17,Afternoon,Weekday,1144.23,0.23,0.2148,263.17,245.78,-17.39,4,4,16,False
2024-10-17,Dinner,Weekday,1361.13,0.23,0.2307,313.06,314.01,0.95,4,4,16,False
2024-10-17,Late Night,Weekday,995.0,0.23,0.2226,228.85,221.49,-7.36,3,3,12,False
2024-10-17,Overnight,Weekday,802.22,0.23,0.2302,184.51,184.67,0.16,3,3,12,False
2024-10-18,Opening,Friday,370.69,0.23,0.223,85.26,82.66,-2.6,1,1,4,False
2024-10-18,Early Breakfast,Friday,1439.81,0.23,0.201,331.16,289.4,-41.76,5,4,16,False
2024-10-18,Late Breakfast,Friday,1863.83,0.23,0.1949,428.68,363.26,-65.42,6,5,20,False
2024-10-18,Lunch,Friday,2015.22,0.23,0.2145,463.5,432.26,-31.24,7,6,24,False
2024-10-18,Afternoon,Friday,1884.49,0.23,0.2233,433.43,420.81,-12.62,6,6,24,False
2024-10-18,Dinner,Friday,2165.15,0.23,0.2292,497.98,496.25,-1.73,7,7,28,False
2024-10-18,Late Night,Friday,1256.05,0.23,0.2265,288.89,284.5,-4.39,4,4,16,False
2024-10-18,Overnight,Friday,932.21,0.23,0.2169,214.41,202.2,-12.21,3,3,12,False
2024-10-19,Opening,Weekend,422.03,0.23,0.217,97.07,91.58,-5.49,1,1,4,False
2024-10-19,Early Breakfast,Weekend,1520.1,0.23,0.2034,349.62,309.19,-40.43,5,4,16,False
2024-10-19,Late Breakfast,Weekend,1857.84,0.23,0.1922,427.3,357.08,-70.22,6,5,20,False
2024-10-19,Lunch,Weekend,2394.12,0.23,0.1893,550.65,453.21,-97.44,8,6,24,False
2024-10-19,Afternoon,Weekend,2428.47,0.23,0.1842,558.55,447.32,-111.23,8,6,24,False
2024-10-19,Dinner,Weekend,2444.52,0.23,0.193,562.24,471.79,-90.45,8,7,28,False
2024-10-19,Late Night,Weekend,1581.86,0.23,0.2074,363.83,328.08,-35.75,5,5,20,False
2024-10-19,Overnight,Weekend,1311.06,0.23,0.2234,301.54,292.89,-8.65,4,4,16,False
2024-10-20,Opening,Weekend,398.96,0.23,0.2151,91.76,85.82,-5.94,1,1,4,False
2024-10-20,Early Breakfast,Weekend,1371.09,0.23,0.2211,315.35,303.15,-12.2,5,4,16,False
2024-10-20,Late Breakfast,Weekend,1782.72,0.23,0.2066,410.03,368.31,-41.72,6,5,20,False
2024-10-20,Lunch,Weekend,2535.55,0.23,0.1813,583.18,459.7,-123.48,8,7,28,False
2024-10-20,Afternoon,Weekend,2336.56,0.23,0.1877,537.41,438.57,-98.84,8,6,24,False
2024-10-20,Dinner,Weekend,2563.6,0.23,0.207,589.63,530.67,-58.96,8,8,32,False
2024-10-20,Late Night,Weekend,1403.07,0.23,0.2179,322.71,305.73,-16.98,5,4,16,False
2024-10-20,Overnight,Weekend,1117.21,0.23,0.1839,256.96,205.45,-51.51,4,3,12,False
2024-10-21,Opening,Weekday,218.63,0.23,0.23,50.28,50.28,0.0,1,1,4,False
2024-10-21,Early Breakfast,Weekday,1056.73,0.23,0.2162,243.05,228.47,-14.58,3,3,12,False
2024-10-21,Late Breakfast,Weekday,1287.33,0.23,0.2448,296.09,315.14,19.05,4,5,20,False
2024-10-21,Lunch,Weekday,1118.75,0.23,0.2142,257.31,239.64,-17.67,4,3,12,False
2024-10-21,Afternoon,Weekday,1122.05,0.23,0.2314,258.07,259.64,1.57,4,4,16,False
2024-10-21,Dinner,Weekday,1184.77,0.23,0.2131,272.5,252.47,-20.03,4,4,16,False
2024-10-21,Late Night,Weekday,913.55,0.23,0.2313,210.12,211.3,1.18,3,3,12,False
2024-10-21,Overnight,Weekday,800.11,0.23,0.2242,184.03,179.38,-4.65,3,3,12,False
2024-10-22,Opening,Weekday,261.92,0.23,0.2158,60.24,56.52,-3.72,1,1,4,False
2024-10-22,Early Breakfast,Weekday,1281.89,0.23,0.2168,294.83,277.91,-16.92,4,4,16,False
2024-10-22,Late Breakfast,Weekday,1405.65,0.23,0.2166,323.3,304.46,-18.84,5,4,16,False
2024-10-22,Lunch,Weekday,1264.24,0.23,0.2359,290.78,298.23,7.45,4,4,16,False
2024-10-22,Afternoon,Weekday,1057.24,0.23,0.2359,243.17,249.4,6.23,3,4,16,False
2024-10-22,Dinner,Weekday,1327.28,0.23,0.2491,305.27,330.63,25.36,4,5,20,False
2024-10-22,Late Night,Weekday,959.71,0.23,0.2307,220.73,221.41,0.68,3,3,12,False
2024-10-22,Overnight,Weekday,799.1,0.23,0.2441,183.79,195.06,11.27,3,3,12,False
2024-10-23,Opening,Weekday,241.84,0.23,0.2395,55.62,57.92,2.3,1,1,4,False
2024-10-23,Early Breakfast,Weekday,1240.14,0.23,0.2324,285.23,288.21,2.98,4,4,16,False
2024-10-23,Late Breakfast,Weekday,1257.77,0.23,0.2405,289.29,302.49,13.2,4,4,16,False
2024-10-23,Lunch,Weekday,1158.3,0.23,0.2398,266.41,277.76,11.35,4,4,16,False
2024-10-23,Afternoon,Weekday,989.9,0.23,0.2205,227.68,218.27,-9.41,3,3,12,False
2024-10-23,Dinner,Weekday,1114.91,0.23,0.2283,256.43,254.53,-1.9,4,4,16,False
2024-10-23,Late Night,Weekday,913.21,0.23,0.2369,210.04,216.34,6.3,3,3,12,False
2024-10-23,Overnight,Weekday,722.6,0.23,0.2437,166.2,176.1,9.9,2,3,12,False
2024-10-24,Opening,Weekday,271.57,0.23,0.2346,62.46,63.71,1.25,1,1,4,False
2024-10-24,Early Breakfast,Weekday,1283.11,0.23,0.2475,295.12,317.57,22.45,4,5,20,False
2024-10-24,Late Breakfast,Weekday,1364.94,0.23,0.2191,313.94,299.06,-14.88,4,4,16,False
2024-10-24,Lunch,Weekday,1182.3,0.23,0.2377,271.93,281.03,9.1,4,4,16,False
2024-10-24,Afternoon,Weekday,1108.03,0.23,0.2347,254.85,260.05,5.2,4,4,16,False
2024-10-24,Dinner,Weekday,1392.29,0.23,0.2251,320.23,313.4,-6.83,5,4,16,False
2024-10-24,Late Night,Weekday,1096.49,0.23,0.2423,252.19,265.68,13.49,4,4,16,False
2024-10-24,Overnight,Weekday,832.84,0.23,0.2419,191.55,201.46,9.91,3,3,12,False
2024-10-25,Opening,Friday,362.98,0.23,0.1911,83.49,69.37,-14.12,1,1,4,False
2024-10-25,Early Breakfast,Friday,1405.65,0.23,0.2001,323.3,281.27,-42.03,5,4,16,False
2024-10-25,Late Breakfast,Friday,1744.86,0.23,0.2013,401.32,351.24,-50.08,6,5,20,False
2024-10-25,Lunch,Friday,2085.69,0.23,0.2073,479.71,432.36,-47.35,7,6,24,False
2024-10-25,Afternoon,Friday,1647.86,0.23,0.2074,379.01,341.77,-37.24,5,5,20,False
2024-10-25,Dinner,Friday,2026.75,0.23,0.1964,466.15,398.05,-68.1,7,6,24,False
2024-10-25,Late Night,Friday,1307.98,0.23,0.2287,300.84,299.14,-1.7,4,4,16,False
2024-10-25,Overnight,Friday,877.53,0.23,0.2181,201.83,191.39,-10.44,3,3,12,False
2024-10-26,Opening,Weekend,381.74,0.23,0.1786,87.8,68.18,-19.62,1,1,4,False
2024-10-26,Early Breakfast,Weekend,1394.27,0.23,0.2298,320.68,320.4,-0.28,5,5,20,False
2024-10-26,Late Breakfast,Weekend,1869.74,0.23,0.1887,430.04,352.82,-77.22,6,5,20,False
2024-10-26,Lunch,Weekend,2644.91,0.23,0.209,608.33,552.79,-55.54,9,8,32,False
2024-10-26,Afternoon,Weekend,2612.35,0.23,0.1876,600.84,490.08,-110.76,9,7,28,False
2024-10-26,Dinner,Weekend,2494.51,0.23,0.2163,573.74,539.56,-34.18,8,8,32,False
2024-10-26,Late Night,Weekend,1613.58,0.23,0.2152,371.12,347.24,-23.88,5,5,20,False
2024-10-26,Overnight,Weekend,1166.15,0.23,0.227,268.21,264.72,-3.49,4,4,16,False
2024-10-27,Opening,Weekend,396.46,0.23,0.2031,91.19,80.52,-10.67,1,1,4,False
2024-10-27,Early Breakfast,Weekend,1375.85,0.23,0.2296,316.45,315.9,-0.55,5,5,20,False
2024-10-27,Late Breakfast,Weekend,1929.46,0.23,0.1819,443.78,350.97,-92.81,6,5,20,False
2024-10-27,Lunch,Weekend,2608.18,0.23,0.1737,599.88,453.04,-146.84,9,6,24,False
2024-10-27,Afternoon,Weekend,2469.98,0.23,0.1815,568.1,448.3,-119.8,8,6,24,False
2024-10-27,Dinner,Weekend,2607.28,0.23,0.2167,599.67,565.0,-34.67,9,8,32,False
2024-10-27,Late Night,Weekend,1366.19,0.23,0.195,314.22,266.41,-47.81,4,4,16,False
2024-10-27,Overnight,Weekend,1241.87,0.23,0.1863,285.63,231.36,-54.27,4,3,12,False
2024-10-28,Opening,Weekday,227.86,0.23,0.2266,52.41,51.63,-0.78,1,1,4,False
2024-10-28,Early Breakfast,Weekday,1148.39,0.23,0.2413,264.13,277.11,12.98,4,4,16,False
2024-10-28,Late Breakfast,Weekday,1325.37,0.23,0.2247,304.84,297.81,-7.03,4,4,16,False
2024-10-28,Lunch,Weekday,1341.74,0.23,0.2287,308.6,306.86,-1.74,4,4,16,False
2024-10-28,Afternoon,Weekday,1005.38,0.23,0.2412,231.24,242.5,11.26,3,3,12,False
2024-10-28,Dinner,Weekday,1248.7,0.23,0.2278,287.2,284.45,-2.75,4,4,16,False
2024-10-28,Late Night,Weekday,912.84,0.23,0.2262,209.95,206.48,-3.47,3,3,12,False
2024-10-28,Overnight,Weekday,790.52,0.23,0.2292,181.82,181.19,-0.63,3,3,12,False
2024-10-29,Opening,Weekday,234.35,0.23,0.216,53.9,50.62,-3.28,1,1,4,False
2024-10-29,Early Breakfast,Weekday,1155.13,0.23,0.2431,265.68,280.81,15.13,4,4,16,False
2024-10-29,Late Breakfast,Weekday,1265.24,0.23,0.2252,291.01,284.93,-6.08,4,4,16,False
2024-10-29,Lunch,Weekday,1348.88,0.23,0.2193,310.24,295.81,-14.43,4,4,16,False
2024-10-29,Afternoon,Weekday,1002.37,0.23,0.227,230.55,227.54,-3.01,3,3,12,False
2024-10-29,Dinner,Weekday,1181.44,0.23,0.2234,271.73,263.93,-7.8,4,4,16,False
2024-10-29,Late Night,Weekday,1097.74,0.23,0.2324,252.48,255.11,2.63,4,4,16,False
2024-10-29,Overnight,Weekday,833.77,0.23,0.2356,191.77,196.44,4.67,3,3,12,False
2024-10-30,Opening,Weekday,223.4,0.23,0.2109,51.38,47.12,-4.26,1,1,4,False
2024-10-30,Early Breakfast,Weekday,1222.14,0.23,0.2133,281.09,260.68,-20.41,4,4,16,False
2024-10-30,Late Breakfast,Weekday,1296.45,0.23,0.2265,298.18,293.65,-4.53,4,4,16,False
2024-10-30,Lunch,Weekday,1247.79,0.23,0.2107,286.99,262.91,-24.08,4,4,16,False
2024-10-30,Afternoon,Weekday,1072.63,0.23,0.2127,246.7,228.15,-18.55,4,3,12,False
2024-10-30,Dinner,Weekday,1294.02,0.23,0.2419,297.62,313.02,15.4,4,4,16,False
2024-10-30,Late Night,Weekday,869.33,0.23,0.2445,199.95,212.55,12.6,3,3,12,False
2024-10-30,Overnight,Weekday,801.63,0.23,0.2281,184.37,182.85,-1.52,3,3,12,False
2024-10-31,Opening,Weekday,226.7,0.23,0.2372,52.14,53.77,1.63,1,1,4,False
2024-10-31,Early Breakfast,Weekday,1130.14,0.23,0.2493,259.93,281.74,21.81,4,4,16,False
2024-10-31,Late Breakfast,Weekday,1321.9,0.23,0.2209,304.04,292.01,-12.03,4,4,16,False
2024-10-31,Lunch,Weekday,1273.7,0.23,0.2452,292.95,312.31,19.36,4,4,16,False
2024-10-31,Afternoon,Weekday,1094.79,0.23,0.2354,251.8,257.71,5.91,4,4,16,False
