date,day_of_week,day_type,month,quarter,shift_type,shift_start,shift_end,weather,weather_season,is_holiday,holiday_mult,season_name,season_mult,base_sales,target_sales,actual_sales,sales_variance
2024-10-05,Saturday,Weekend,October,Q4,Dinner,17:00,20:00,Rainy,Fall,False,1.0,None,1.0,2500,2375.0,2442.86,67.86
2024-10-05,Saturday,Weekend,October,Q4,Late Night,20:00,00:00,Rainy,Fall,False,1.0,None,1.0,1500,1425.0,1339.3,-85.7
2024-10-05,Saturday,Weekend,October,Q4,Overnight,00:00,04:00,Rainy,Fall,False,1.0,None,1.0,1200,1140.0,1148.94,8.94
2024-10-06,Sunday,Weekend,October,Q4,Opening,04:00,05:00,Rainy,Fall,False,1.0,None,1.0,400,380.0,415.73,35.73
2024-10-06,Sunday,Weekend,October,Q4,Early Breakfast,05:00,07:00,Rainy,Fall,False,1.0,None,1.0,1500,1425.0,1533.69,108.69
2024-10-06,Sunday,Weekend,October,Q4,Late Breakfast,07:00,11:00,Rainy,Fall,False,1.0,None,1.0,2000,1900.0,1898.84,-1.16
2024-10-06,Sunday,Weekend,October,Q4,Lunch,11:00,14:00,Rainy,Fall,False,1.0,None,1.0,2500,2375.0,2516.82,141.82
2024-10-06,Sunday,Weekend,October,Q4,Afternoon,14:00,17:00,Rainy,Fall,False,1.0,None,1.0,2500,2375.0,2298.48,-76.52
2024-10-06,Sunday,Weekend,October,Q4,Dinner,17:00,20:00,Rainy,Fall,False,1.0,None,1.0,2500,2375.0,2544.33,169.33
2024-10-06,Sunday,Weekend,October,Q4,Late Night,20:00,00:00,Rainy,Fall,False,1.0,None,1.0,1500,1425.0,1491.99,66.99
2024-10-06,Sunday,Weekend,October,Q4,Overnight,00:00,04:00,Rainy,Fall,False,1.0,None,1.0,1200,1140.0,1051.09,-88.91
2024-10-07,Monday,Weekday,October,Q4,Opening,04:00,05:00,Sunny,Fall,False,1.0,None,1.0,250,250.0,271.1,21.1
2024-10-07,Monday,Weekday,October,Q4,Early Breakfast,05:00,07:00,Sunny,Fall,False,1.0,None,1.0,1200,1200.0,1217.67,17.67
2024-10-07,Monday,Weekday,October,Q4,Late Breakfast,07:00,11:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1361.62,61.62
2024-10-07,Monday,Weekday,October,Q4,Lunch,11:00,14:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1262.17,-37.83
2024-10-07,Monday,Weekday,October,Q4,Afternoon,14:00,17:00,Sunny,Fall,False,1.0,None,1.0,1100,1100.0,1163.87,63.87
2024-10-07,Monday,Weekday,October,Q4,Dinner,17:00,20:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1379.29,79.29
2024-10-07,Monday,Weekday,October,Q4,Late Night,20:00,00:00,Sunny,Fall,False,1.0,None,1.0,1000,1000.0,916.04,-83.96
2024-10-07,Monday,Weekday,October,Q4,Overnight,00:00,04:00,Sunny,Fall,False,1.0,None,1.0,800,800.0,792.2,-7.8
2024-10-08,Tuesday,Weekday,October,Q4,Opening,04:00,05:00,Sunny,Fall,False,1.0,None,1.0,250,250.0,230.77,-19.23
2024-10-08,Tuesday,Weekday,October,Q4,Early Breakfast,05:00,07:00,Sunny,Fall,False,1.0,None,1.0,1200,1200.0,1216.96,16.96
2024-10-08,Tuesday,Weekday,October,Q4,Late Breakfast,07:00,11:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1348.15,48.15
2024-10-08,Tuesday,Weekday,October,Q4,Lunch,11:00,14:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1244.81,-55.19
2024-10-08,Tuesday,Weekday,October,Q4,Afternoon,14:00,17:00,Sunny,Fall,False,1.0,None,1.0,1100,1100.0,1163.44,63.44
2024-10-08,Tuesday,Weekday,October,Q4,Dinner,17:00,20:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1289.31,-10.69
2024-10-08,Tuesday,Weekday,October,Q4,Late Night,20:00,00:00,Sunny,Fall,False,1.0,None,1.0,1000,1000.0,901.83,-98.17
2024-10-08,Tuesday,Weekday,October,Q4,Overnight,00:00,04:00,Sunny,Fall,False,1.0,None,1.0,800,800.0,748.01,-51.99
2024-10-09,Wednesday,Weekday,October,Q4,Opening,04:00,05:00,Sunny,Fall,False,1.0,None,1.0,250,250.0,243.23,-6.77
2024-10-09,Wednesday,Weekday,October,Q4,Early Breakfast,05:00,07:00,Sunny,Fall,False,1.0,None,1.0,1200,1200.0,1082.86,-117.14
2024-10-09,Wednesday,Weekday,October,Q4,Late Breakfast,07:00,11:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1362.8,62.8
2024-10-09,Wednesday,Weekday,October,Q4,Lunch,11:00,14:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1238.79,-61.21
2024-10-09,Wednesday,Weekday,October,Q4,Afternoon,14:00,17:00,Sunny,Fall,False,1.0,None,1.0,1100,1100.0,1091.35,-8.65
2024-10-09,Wednesday,Weekday,October,Q4,Dinner,17:00,20:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1178.09,-121.91
2024-10-09,Wednesday,Weekday,October,Q4,Late Night,20:00,00:00,Sunny,Fall,False,1.0,None,1.0,1000,1000.0,1022.86,22.86
2024-10-09,Wednesday,Weekday,October,Q4,Overnight,00:00,04:00,Sunny,Fall,False,1.0,None,1.0,800,800.0,752.82,-47.18
2024-10-10,Thursday,Weekday,October,Q4,Opening,04:00,05:00,Snowstorm,Fall,False,1.0,None,1.0,250,125.0,117.01,-7.99
2024-10-10,Thursday,Weekday,October,Q4,Early Breakfast,05:00,07:00,Snowstorm,Fall,False,1.0,None,1.0,1200,600.0,650.72,50.72
2024-10-10,Thursday,Weekday,October,Q4,Late Breakfast,07:00,11:00,Snowstorm,Fall,False,1.0,None,1.0,1300,650.0,651.41,1.41
2024-10-10,Thursday,Weekday,October,Q4,Lunch,11:00,14:00,Snowstorm,Fall,False,1.0,None,1.0,1300,650.0,593.19,-56.81
2024-10-10,Thursday,Weekday,October,Q4,Afternoon,14:00,17:00,Snowstorm,Fall,False,1.0,None,1.0,1100,550.0,505.63,-44.37
2024-10-10,Thursday,Weekday,October,Q4,Dinner,17:00,20:00,Snowstorm,Fall,False,1.0,None,1.0,1300,650.0,637.61,-12.39
2024-10-10,Thursday,Weekday,October,Q4,Late Night,20:00,00:00,Snowstorm,Fall,False,1.0,None,1.0,1000,500.0,503.51,3.51
2024-10-10,Thursday,Weekday,October,Q4,Overnight,00:00,04:00,Snowstorm,Fall,False,1.0,None,1.0,800,400.0,388.86,-11.14
2024-10-11,Friday,Friday,October,Q4,Opening,04:00,05:00,Sunny,Fall,False,1.0,None,1.0,350,350.0,349.29,-0.71
2024-10-11,Friday,Friday,October,Q4,Early Breakfast,05:00,07:00,Sunny,Fall,False,1.0,None,1.0,1400,1400.0,1459.84,59.84
2024-10-11,Friday,Friday,October,Q4,Late Breakfast,07:00,11:00,Sunny,Fall,False,1.0,None,1.0,1700,1700.0,1622.21,-77.79
2024-10-11,Friday,Friday,October,Q4,Lunch,11:00,14:00,Sunny,Fall,False,1.0,None,1.0,2000,2000.0,2162.6,162.6
2024-10-11,Friday,Friday,October,Q4,Afternoon,14:00,17:00,Sunny,Fall,False,1.0,None,1.0,1800,1800.0,1973.13,173.13
2024-10-11,Friday,Friday,October,Q4,Dinner,17:00,20:00,Sunny,Fall,False,1.0,None,1.0,2200,2200.0,2313.65,113.65
2024-10-11,Friday,Friday,October,Q4,Late Night,20:00,00:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1204.72,-95.28
2024-10-11,Friday,Friday,October,Q4,Overnight,00:00,04:00,Sunny,Fall,False,1.0,None,1.0,1000,1000.0,995.94,-4.06
2024-10-12,Saturday,Weekend,October,Q4,Opening,04:00,05:00,Rainy,Fall,False,1.0,None,1.0,400,380.0,373.26,-6.74
2024-10-12,Saturday,Weekend,October,Q4,Early Breakfast,05:00,07:00,Rainy,Fall,False,1.0,None,1.0,1500,1425.0,1342.52,-82.48
2024-10-12,Saturday,Weekend,October,Q4,Late Breakfast,07:00,11:00,Rainy,Fall,False,1.0,None,1.0,2000,1900.0,1730.93,-169.07
2024-10-12,Saturday,Weekend,October,Q4,Lunch,11:00,14:00,Rainy,Fall,False,1.0,None,1.0,2500,2375.0,2213.63,-161.37
2024-10-12,Saturday,Weekend,October,Q4,Afternoon,14:00,17:00,Rainy,Fall,False,1.0,None,1.0,2500,2375.0,2476.72,101.72
2024-10-12,Saturday,Weekend,October,Q4,Dinner,17:00,20:00,Rainy,Fall,False,1.0,None,1.0,2500,2375.0,2511.65,136.65
2024-10-12,Saturday,Weekend,October,Q4,Late Night,20:00,00:00,Rainy,Fall,False,1.0,None,1.0,1500,1425.0,1289.03,-135.97
2024-10-12,Saturday,Weekend,October,Q4,Overnight,00:00,04:00,Rainy,Fall,False,1.0,None,1.0,1200,1140.0,1250.1,110.1
2024-10-13,Sunday,Weekend,October,Q4,Opening,04:00,05:00,Sunny,Fall,False,1.0,None,1.0,400,400.0,393.18,-6.82
2024-10-13,Sunday,Weekend,October,Q4,Early Breakfast,05:00,07:00,Sunny,Fall,False,1.0,None,1.0,1500,1500.0,1550.1,50.1
2024-10-13,Sunday,Weekend,October,Q4,Late Breakfast,07:00,11:00,Sunny,Fall,False,1.0,None,1.0,2000,2000.0,1977.94,-22.06
2024-10-13,Sunday,Weekend,October,Q4,Lunch,11:00,14:00,Sunny,Fall,False,1.0,None,1.0,2500,2500.0,2426.36,-73.64
2024-10-13,Sunday,Weekend,October,Q4,Afternoon,14:00,17:00,Sunny,Fall,False,1.0,None,1.0,2500,2500.0,2716.84,216.84
2024-10-13,Sunday,Weekend,October,Q4,Dinner,17:00,20:00,Sunny,Fall,False,1.0,None,1.0,2500,2500.0,2316.09,-183.91
2024-10-13,Sunday,Weekend,October,Q4,Late Night,20:00,00:00,Sunny,Fall,False,1.0,None,1.0,1500,1500.0,1358.02,-141.98
2024-10-13,Sunday,Weekend,October,Q4,Overnight,00:00,04:00,Sunny,Fall,False,1.0,None,1.0,1200,1200.0,1144.3,-55.7
2024-10-14,Monday,Weekday,October,Q4,Opening,04:00,05:00,Rainy,Fall,False,1.0,None,1.0,250,237.5,229.18,-8.32
2024-10-14,Monday,Weekday,October,Q4,Early Breakfast,05:00,07:00,Rainy,Fall,False,1.0,None,1.0,1200,1140.0,1228.79,88.79
2024-10-14,Monday,Weekday,October,Q4,Late Breakfast,07:00,11:00,Rainy,Fall,False,1.0,None,1.0,1300,1235.0,1244.53,9.53
2024-10-14,Monday,Weekday,October,Q4,Lunch,11:00,14:00,Rainy,Fall,False,1.0,None,1.0,1300,1235.0,1346.33,111.33
2024-10-14,Monday,Weekday,October,Q4,Afternoon,14:00,17:00,Rainy,Fall,False,1.0,None,1.0,1100,1045.0,976.77,-68.23
2024-10-14,Monday,Weekday,October,Q4,Dinner,17:00,20:00,Rainy,Fall,False,1.0,None,1.0,1300,1235.0,1338.13,103.13
2024-10-14,Monday,Weekday,October,Q4,Late Night,20:00,00:00,Rainy,Fall,False,1.0,None,1.0,1000,950.0,962.22,12.22
2024-10-14,Monday,Weekday,October,Q4,Overnight,00:00,04:00,Rainy,Fall,False,1.0,None,1.0,800,760.0,746.31,-13.69
2024-10-15,Tuesday,Weekday,October,Q4,Opening,04:00,05:00,Rainy,Fall,False,1.0,None,1.0,250,237.5,253.68,16.18
2024-10-15,Tuesday,Weekday,October,Q4,Early Breakfast,05:00,07:00,Rainy,Fall,False,1.0,None,1.0,1200,1140.0,1182.9,42.9
2024-10-15,Tuesday,Weekday,October,Q4,Late Breakfast,07:00,11:00,Rainy,Fall,False,1.0,None,1.0,1300,1235.0,1307.0,72.0
2024-10-15,Tuesday,Weekday,October,Q4,Lunch,11:00,14:00,Rainy,Fall,False,1.0,None,1.0,1300,1235.0,1118.23,-116.77
2024-10-15,Tuesday,Weekday,October,Q4,Afternoon,14:00,17:00,Rainy,Fall,False,1.0,None,1.0,1100,1045.0,1140.38,95.38
2024-10-15,Tuesday,Weekday,October,Q4,Dinner,17:00,20:00,Rainy,Fall,False,1.0,None,1.0,1300,1235.0,1196.64,-38.36
2024-10-15,Tuesday,Weekday,October,Q4,Late Night,20:00,00:00,Rainy,Fall,False,1.0,None,1.0,1000,950.0,940.0,-10.0
2024-10-15,Tuesday,Weekday,October,Q4,Overnight,00:00,04:00,Rainy,Fall,False,1.0,None,1.0,800,760.0,726.72,-33.28
2024-10-16,Wednesday,Weekday,October,Q4,Opening,04:00,05:00,Sunny,Fall,False,1.0,None,1.0,250,250.0,273.75,23.75
2024-10-16,Wednesday,Weekday,October,Q4,Early Breakfast,05:00,07:00,Sunny,Fall,False,1.0,None,1.0,1200,1200.0,1186.59,-13.41
2024-10-16,Wednesday,Weekday,October,Q4,Late Breakfast,07:00,11:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1210.41,-89.59
2024-10-16,Wednesday,Weekday,October,Q4,Lunch,11:00,14:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1250.33,-49.67
2024-10-16,Wednesday,Weekday,October,Q4,Afternoon,14:00,17:00,Sunny,Fall,False,1.0,None,1.0,1100,1100.0,1167.22,67.22
2024-10-16,Wednesday,Weekday,October,Q4,Dinner,17:00,20:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1293.93,-6.07
2024-10-16,Wednesday,Weekday,October,Q4,Late Night,20:00,00:00,Sunny,Fall,False,1.0,None,1.0,1000,1000.0,1048.59,48.59
2024-10-16,Wednesday,Weekday,October,Q4,Overnight,00:00,04:00,Sunny,Fall,False,1.0,None,1.0,800,800.0,740.44,-59.56
2024-10-17,Thursday,Weekday,October,Q4,Opening,04:00,05:00,Sunny,Fall,False,1.0,None,1.0,250,250.0,253.21,3.21
2024-10-17,Thursday,Weekday,October,Q4,Early Breakfast,05:00,07:00,Sunny,Fall,False,1.0,None,1.0,1200,1200.0,1204.46,4.46
2024-10-17,Thursday,Weekday,October,Q4,Late Breakfast,07:00,11:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1331.15,31.15
2024-10-17,Thursday,Weekday,October,Q4,Lunch,11:00,14:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1234.64,-65.36
2024-10-17,Thursday,Weekday,October,Q4,Afternoon,14:00,17:00,Sunny,Fall,False,1.0,None,1.0,1100,1100.0,1144.23,44.23
2024-10-17,Thursday,Weekday,October,Q4,Dinner,17:00,20:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1361.13,61.13
2024-10-17,Thursday,Weekday,October,Q4,Late Night,20:00,00:00,Sunny,Fall,False,1.0,None,1.0,1000,1000.0,995.0,-5.0
2024-10-17,Thursday,Weekday,October,Q4,Overnight,00:00,04:00,Sunny,Fall,False,1.0,None,1.0,800,800.0,802.22,2.22
2024-10-18,Friday,Friday,October,Q4,Opening,04:00,05:00,Sunny,Fall,False,1.0,None,1.0,350,350.0,370.69,20.69
2024-10-18,Friday,Friday,October,Q4,Early Breakfast,05:00,07:00,Sunny,Fall,False,1.0,None,1.0,1400,1400.0,1439.81,39.81
2024-10-18,Friday,Friday,October,Q4,Late Breakfast,07:00,11:00,Sunny,Fall,False,1.0,None,1.0,1700,1700.0,1863.83,163.83
2024-10-18,Friday,Friday,October,Q4,Lunch,11:00,14:00,Sunny,Fall,False,1.0,None,1.0,2000,2000.0,2015.22,15.22
2024-10-18,Friday,Friday,October,Q4,Afternoon,14:00,17:00,Sunny,Fall,False,1.0,None,1.0,1800,1800.0,1884.49,84.49
2024-10-18,Friday,Friday,October,Q4,Dinner,17:00,20:00,Sunny,Fall,False,1.0,None,1.0,2200,2200.0,2165.15,-34.85
2024-10-18,Friday,Friday,October,Q4,Late Night,20:00,00:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1256.05,-43.95
2024-10-18,Friday,Friday,October,Q4,Overnight,00:00,04:00,Sunny,Fall,False,1.0,None,1.0,1000,1000.0,932.21,-67.79
2024-10-19,Saturday,Weekend,October,Q4,Opening,04:00,05:00,Sunny,Fall,False,1.0,None,1.0,400,400.0,422.03,22.03
2024-10-19,Saturday,Weekend,October,Q4,Early Breakfast,05:00,07:00,Sunny,Fall,False,1.0,None,1.0,1500,1500.0,1520.1,20.1
2024-10-19,Saturday,Weekend,October,Q4,Late Breakfast,07:00,11:00,Sunny,Fall,False,1.0,None,1.0,2000,2000.0,1857.84,-142.16
2024-10-19,Saturday,Weekend,October,Q4,Lunch,11:00,14:00,Sunny,Fall,False,1.0,None,1.0,2500,2500.0,2394.12,-105.88
2024-10-19,Saturday,Weekend,October,Q4,Afternoon,14:00,17:00,Sunny,Fall,False,1.0,None,1.0,2500,2500.0,2428.47,-71.53
2024-10-19,Saturday,Weekend,October,Q4,Dinner,17:00,20:00,Sunny,Fall,False,1.0,None,1.0,2500,2500.0,2444.52,-55.48
2024-10-19,Saturday,Weekend,October,Q4,Late Night,20:00,00:00,Sunny,Fall,False,1.0,None,1.0,1500,1500.0,1581.86,81.86
2024-10-19,Saturday,Weekend,October,Q4,Overnight,00:00,04:00,Sunny,Fall,False,1.0,None,1.0,1200,1200.0,1311.06,111.06
2024-10-20,Sunday,Weekend,October,Q4,Opening,04:00,05:00,Rainy,Fall,False,1.0,None,1.0,400,380.0,398.96,18.96
2024-10-20,Sunday,Weekend,October,Q4,Early Breakfast,05:00,07:00,Rainy,Fall,False,1.0,None,1.0,1500,1425.0,1371.09,-53.91
2024-10-20,Sunday,Weekend,October,Q4,Late Breakfast,07:00,11:00,Rainy,Fall,False,1.0,None,1.0,2000,1900.0,1782.72,-117.28
2024-10-20,Sunday,Weekend,October,Q4,Lunch,11:00,14:00,Rainy,Fall,False,1.0,None,1.0,2500,2375.0,2535.55,160.55
2024-10-20,Sunday,Weekend,October,Q4,Afternoon,14:00,17:00,Rainy,Fall,False,1.0,None,1.0,2500,2375.0,2336.56,-38.44
2024-10-20,Sunday,Weekend,October,Q4,Dinner,17:00,20:00,Rainy,Fall,False,1.0,None,1.0,2500,2375.0,2563.6,188.6
2024-10-20,Sunday,Weekend,October,Q4,Late Night,20:00,00:00,Rainy,Fall,False,1.0,None,1.0,1500,1425.0,1403.07,-21.93
2024-10-20,Sunday,Weekend,October,Q4,Overnight,00:00,04:00,Rainy,Fall,False,1.0,None,1.0,1200,1140.0,1117.21,-22.79
2024-10-21,Monday,Weekday,October,Q4,Opening,04:00,05:00,Rainy,Fall,False,1.0,None,1.0,250,237.5,218.63,-18.87
2024-10-21,Monday,Weekday,October,Q4,Early Breakfast,05:00,07:00,Rainy,Fall,False,1.0,None,1.0,1200,1140.0,1056.73,-83.27
2024-10-21,Monday,Weekday,October,Q4,Late Breakfast,07:00,11:00,Rainy,Fall,False,1.0,None,1.0,1300,1235.0,1287.33,52.33
2024-10-21,Monday,Weekday,October,Q4,Lunch,11:00,14:00,Rainy,Fall,False,1.0,None,1.0,1300,1235.0,1118.75,-116.25
2024-10-21,Monday,Weekday,October,Q4,Afternoon,14:00,17:00,Rainy,Fall,False,1.0,None,1.0,1100,1045.0,1122.05,77.05
2024-10-21,Monday,Weekday,October,Q4,Dinner,17:00,20:00,Rainy,Fall,False,1.0,None,1.0,1300,1235.0,1184.77,-50.23
2024-10-21,Monday,Weekday,October,Q4,Late Night,20:00,00:00,Rainy,Fall,False,1.0,None,1.0,1000,950.0,913.55,-36.45
2024-10-21,Monday,Weekday,October,Q4,Overnight,00:00,04:00,Rainy,Fall,False,1.0,None,1.0,800,760.0,800.11,40.11
2024-10-22,Tuesday,Weekday,October,Q4,Opening,04:00,05:00,Sunny,Fall,False,1.0,None,1.0,250,250.0,261.92,11.92
2024-10-22,Tuesday,Weekday,October,Q4,Early Breakfast,05:00,07:00,Sunny,Fall,False,1.0,None,1.0,1200,1200.0,1281.89,81.89
2024-10-22,Tuesday,Weekday,October,Q4,Late Breakfast,07:00,11:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1405.65,105.65
2024-10-22,Tuesday,Weekday,October,Q4,Lunch,11:00,14:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1264.24,-35.76
2024-10-22,Tuesday,Weekday,October,Q4,Afternoon,14:00,17:00,Sunny,Fall,False,1.0,None,1.0,1100,1100.0,1057.24,-42.76
2024-10-22,Tuesday,Weekday,October,Q4,Dinner,17:00,20:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1327.28,27.28
2024-10-22,Tuesday,Weekday,October,Q4,Late Night,20:00,00:00,Sunny,Fall,False,1.0,None,1.0,1000,1000.0,959.71,-40.29
2024-10-22,Tuesday,Weekday,October,Q4,Overnight,00:00,04:00,Sunny,Fall,False,1.0,None,1.0,800,800.0,799.1,-0.9
2024-10-23,Wednesday,Weekday,October,Q4,Opening,04:00,05:00,Rainy,Fall,False,1.0,None,1.0,250,237.5,241.84,4.34
2024-10-23,Wednesday,Weekday,October,Q4,Early Breakfast,05:00,07:00,Rainy,Fall,False,1.0,None,1.0,1200,1140.0,1240.14,100.14
2024-10-23,Wednesday,Weekday,October,Q4,Late Breakfast,07:00,11:00,Rainy,Fall,False,1.0,None,1.0,1300,1235.0,1257.77,22.77
2024-10-23,Wednesday,Weekday,October,Q4,Lunch,11:00,14:00,Rainy,Fall,False,1.0,None,1.0,1300,1235.0,1158.3,-76.7
2024-10-23,Wednesday,Weekday,October,Q4,Afternoon,14:00,17:00,Rainy,Fall,False,1.0,None,1.0,1100,1045.0,989.9,-55.1
2024-10-23,Wednesday,Weekday,October,Q4,Dinner,17:00,20:00,Rainy,Fall,False,1.0,None,1.0,1300,1235.0,1114.91,-120.09
2024-10-23,Wednesday,Weekday,October,Q4,Late Night,20:00,00:00,Rainy,Fall,False,1.0,None,1.0,1000,950.0,913.21,-36.79
2024-10-23,Wednesday,Weekday,October,Q4,Overnight,00:00,04:00,Rainy,Fall,False,1.0,None,1.0,800,760.0,722.6,-37.4
2024-10-24,Thursday,Weekday,October,Q4,Opening,04:00,05:00,Sunny,Fall,False,1.0,None,1.0,250,250.0,271.57,21.57
2024-10-24,Thursday,Weekday,October,Q4,Early Breakfast,05:00,07:00,Sunny,Fall,False,1.0,None,1.0,1200,1200.0,1283.11,83.11
2024-10-24,Thursday,Weekday,October,Q4,Late Breakfast,07:00,11:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1364.94,64.94
2024-10-24,Thursday,Weekday,October,Q4,Lunch,11:00,14:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1182.3,-117.7
2024-10-24,Thursday,Weekday,October,Q4,Afternoon,14:00,17:00,Sunny,Fall,False,1.0,None,1.0,1100,1100.0,1108.03,8.03
2024-10-24,Thursday,Weekday,October,Q4,Dinner,17:00,20:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1392.29,92.29
2024-10-24,Thursday,Weekday,October,Q4,Late Night,20:00,00:00,Sunny,Fall,False,1.0,None,1.0,1000,1000.0,1096.49,96.49
2024-10-24,Thursday,Weekday,October,Q4,Overnight,00:00,04:00,Sunny,Fall,False,1.0,None,1.0,800,800.0,832.84,32.84
2024-10-25,Friday,Friday,October,Q4,Opening,04:00,05:00,Rainy,Fall,False,1.0,None,1.0,350,332.5,362.98,30.48
2024-10-25,Friday,Friday,October,Q4,Early Breakfast,05:00,07:00,Rainy,Fall,False,1.0,None,1.0,1400,1330.0,1405.65,75.65
2024-10-25,Friday,Friday,October,Q4,Late Breakfast,07:00,11:00,Rainy,Fall,False,1.0,None,1.0,1700,1615.0,1744.86,129.86
2024-10-25,Friday,Friday,October,Q4,Lunch,11:00,14:00,Rainy,Fall,False,1.0,None,1.0,2000,1900.0,2085.69,185.69
2024-10-25,Friday,Friday,October,Q4,Afternoon,14:00,17:00,Rainy,Fall,False,1.0,None,1.0,1800,1710.0,1647.86,-62.14
2024-10-25,Friday,Friday,October,Q4,Dinner,17:00,20:00,Rainy,Fall,False,1.0,None,1.0,2200,2090.0,2026.75,-63.25
2024-10-25,Friday,Friday,October,Q4,Late Night,20:00,00:00,Rainy,Fall,False,1.0,None,1.0,1300,1235.0,1307.98,72.98
2024-10-25,Friday,Friday,October,Q4,Overnight,00:00,04:00,Rainy,Fall,False,1.0,None,1.0,1000,950.0,877.53,-72.47
2024-10-26,Saturday,Weekend,October,Q4,Opening,04:00,05:00,Sunny,Fall,False,1.0,None,1.0,400,400.0,381.74,-18.26
2024-10-26,Saturday,Weekend,October,Q4,Early Breakfast,05:00,07:00,Sunny,Fall,False,1.0,None,1.0,1500,1500.0,1394.27,-105.73
2024-10-26,Saturday,Weekend,October,Q4,Late Breakfast,07:00,11:00,Sunny,Fall,False,1.0,None,1.0,2000,2000.0,1869.74,-130.26
2024-10-26,Saturday,Weekend,October,Q4,Lunch,11:00,14:00,Sunny,Fall,False,1.0,None,1.0,2500,2500.0,2644.91,144.91
2024-10-26,Saturday,Weekend,October,Q4,Afternoon,14:00,17:00,Sunny,Fall,False,1.0,None,1.0,2500,2500.0,2612.35,112.35
2024-10-26,Saturday,Weekend,October,Q4,Dinner,17:00,20:00,Sunny,Fall,False,1.0,None,1.0,2500,2500.0,2494.51,-5.49
2024-10-26,Saturday,Weekend,October,Q4,Late Night,20:00,00:00,Sunny,Fall,False,1.0,None,1.0,1500,1500.0,1613.58,113.58
2024-10-26,Saturday,Weekend,October,Q4,Overnight,00:00,04:00,Sunny,Fall,False,1.0,None,1.0,1200,1200.0,1166.15,-33.85
2024-10-27,Sunday,Weekend,October,Q4,Opening,04:00,05:00,Sunny,Fall,False,1.0,None,1.0,400,400.0,396.46,-3.54
2024-10-27,Sunday,Weekend,October,Q4,Early Breakfast,05:00,07:00,Sunny,Fall,False,1.0,None,1.0,1500,1500.0,1375.85,-124.15
2024-10-27,Sunday,Weekend,October,Q4,Late Breakfast,07:00,11:00,Sunny,Fall,False,1.0,None,1.0,2000,2000.0,1929.46,-70.54
2024-10-27,Sunday,Weekend,October,Q4,Lunch,11:00,14:00,Sunny,Fall,False,1.0,None,1.0,2500,2500.0,2608.18,108.18
2024-10-27,Sunday,Weekend,October,Q4,Afternoon,14:00,17:00,Sunny,Fall,False,1.0,None,1.0,2500,2500.0,2469.98,-30.02
2024-10-27,Sunday,Weekend,October,Q4,Dinner,17:00,20:00,Sunny,Fall,False,1.0,None,1.0,2500,2500.0,2607.28,107.28
2024-10-27,Sunday,Weekend,October,Q4,Late Night,20:00,00:00,Sunny,Fall,False,1.0,None,1.0,1500,1500.0,1366.19,-133.81
2024-10-27,Sunday,Weekend,October,Q4,Overnight,00:00,04:00,Sunny,Fall,False,1.0,None,1.0,1200,1200.0,1241.87,41.87
2024-10-28,Monday,Weekday,October,Q4,Opening,04:00,05:00,Sunny,Fall,False,1.0,None,1.0,250,250.0,227.86,-22.14
2024-10-28,Monday,Weekday,October,Q4,Early Breakfast,05:00,07:00,Sunny,Fall,False,1.0,None,1.0,1200,1200.0,1148.39,-51.61
2024-10-28,Monday,Weekday,October,Q4,Late Breakfast,07:00,11:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1325.37,25.37
2024-10-28,Monday,Weekday,October,Q4,Lunch,11:00,14:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1341.74,41.74
2024-10-28,Monday,Weekday,October,Q4,Afternoon,14:00,17:00,Sunny,Fall,False,1.0,None,1.0,1100,1100.0,1005.38,-94.62
2024-10-28,Monday,Weekday,October,Q4,Dinner,17:00,20:00,Sunny,Fall,False,1.0,None,1.0,1300,1300.0,1248.7,-51.3
2024-10-28,Monday,Weekday,October,Q4,Late Night,20:00,00:00,Sunny,Fall,False,1.0,None,1.0,1000,1000.0,912.84,-87.16
